################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.9631786482269107E-01 a       205     0    11     1     5
  1.1912558401116788E-02 a       206     0    11     1     6
 -2.9460195937190592E-01 a       207     0    11     1     7
 -2.3661763945518716E-01 a       208     0    11     1     8
 -1.3046124633963221E-01 a       209     0    11     1     9
  2.4003728109683112E-01 a       210     0    11     1    10
 -5.6449418346157562E-02 a       211     0    11     1    11
 -1.1263682583680228E-01 a       212     0    11     1    12
  1.1858711523593643E-02 a       213     0    11     1    13
 -4.9925814162991439E-02 a       214     0    11     1    14
  3.3855318751992647E-01 a       215     0    11     1    15
 -2.5976104280746193E-01 a       216     0    11     1    16
 -1.2419903867288931E-01 a       217     0    11     1    17
 -2.7609356343408425E-01 a       218     0    11     1    18
 -8.9431156708701914E-02 a       219     0    11     1    19
  2.1302544286292016E-01 a       220     0    11     1    20
  4.6885609218526292E-01 a       221     0    12     1     1
  3.4763961176048110E-02 a       222     0    12     1     2
  1.1606128987695441E-02 a       223     0    12     1     3
 -3.7427928505173574E-01 a       224     0    12     1     4
 -2.8587255277994789E-01 a       225     0    12     1     5
  8.9303584269320113E-02 a       226     0    12     1     6
  3.0637199719155483E-01 a       227     0    12     1     7
  1.1732332530431910E-01 a       228     0    12     1     8
  2.9333368366477075E-01 a       229     0    12     1     9
  2.0576627590841362E-01 a       230     0    12     1    10
 -2.9847400436927018E-01 a       231     0    12     1    11
 -4.3512330781932801E-01 a       232     0    12     1    12
 -3.1006609680090452E-01 a       233     0    12     1    13
  9.9781240147260152E-03 a       234     0    12     1    14
 -1.7705307066880283E-01 a       235     0    12     1    15
 -6.9039934225503446E-02 a       236     0    12     1    16
  4.6765367059172969E-01 a       237     0    12     1    17
  7.8406418692867158E-02 a       238     0    12     1    18
 -5.5210234332956631E-02 a       239     0    12     1    19
 -2.6381775197963458E-01 a       240     0    12     1    20
  2.3089861800532249E-01 a       241     0    13     1     1
  2.1834087969095273E-01 a       242     0    13     1     2
  2.8209484228261750E-01 a       243     0    13     1     3
  1.9090914031630743E-01 a       244     0    13     1     4
 -1.2086743715786911E-01 a       245     0    13     1     5
  3.4448735844296358E-01 a       246     0    13     1     6
  1.8018593889437856E-01 a       247     0    13     1     7
  2.5004954350647995E-01 a       248     0    13     1     8
  1.5419570084930400E-02 a       249     0    13     1     9
  8.7849267493844779E-02 a       250     0    13     1    10
  2.3663628825928931E-01 a       251     0    13     1    11
 -3.3341113086588720E-01 a       252     0    13     1    12
 -2.5484192248321508E-01 a       253     0    13     1    13
 -2.4566176855368968E-01 a       254     0    13     1    14
 -8.1750519963030607E-02 a       255     0    13     1    15
 -1.6912114739522471E-01 a       256     0    13     1    16
  9.8999352679660993E-03 a       257     0    13     1    17
 -5.3238357035757446E-02 a       258     0    13     1    18
  1.5421142457527151E-01 a       259     0    13     1    19
  2.7375232006503381E-01 a       260     0    13     1    20
  1.3434038241933774E-01 a       261     0    14     1     1
 -5.1059809452711669E-01 a       262     0    14     1     2
  1.3301852524037294E-01 a       263     0    14     1     3
 -2.3941585359451227E-02 a       264     0    14     1     4
 -2.8200984578535171E-01 a       265     0    14     1     5
 -4.6518545023185379E-02 a       266     0    14     1     6
 -3.3366416099551560E-01 a       267     0    14     1     7
  2.2337844994200601E-01 a       268     0    14     1     8
  2.8288370275615271E-01 a       269     0    14     1     9
  3.5936500956478951E-01 a       270     0    14     1    10
 -3.1155794461982006E-01 a       271     0    14     1    11
 -3.5112414511529766E-01 a       272     0    14     1    12
  1.3383613921518558E-02 a       273     0    14     1    13
 -1.7092207048781174E-01 a       274     0    14     1    14
 -2.8483145139465260E-01 a       275     0    14     1    15
  3.8104210226437568E-01 a       276     0    14     1    16
 -2.8112983867181524E-01 a       277     0    14     1    17
  2.8917780647239422E-01 a       278     0    14     1    18
  2.0747184878917196E-01 a       279     0    14     1    19
  3.0448193181199162E-01 a       280     0    14     1    20
 -2.7267815847923560E-01 a       281     0    15     1     1
 -2.2011746030468786E-02 a       282     0    15     1     2
 -3.9946989638060475E-02 a       283     0    15     1     3
 -2.1011770276043293E-01 a       284     0    15     1     4
 -5.1700858978624637E-03 a       285     0    15     1     5
  9.9889515336547191E-02 a       286     0    15     1     6
  3.2182443114200843E-01 a       287     0    15     1     7
 -5.0867192941641187E-02 a       288     0    15     1     8
  8.9553300667368288E-02 a       289     0    15     1     9
  1.2956999306177441E-01 a       290     0    15     1    10
  7.3163011847399151E-02 a       291     0    15     1    11
  1.4486326349641576E-01 a       292     0    15     1    12
 -3.8648349329117737E-01 a       293     0    15     1    13
 -2.8541733488978943E-01 a       294     0    15     1    14
 -5.9337559820590309E-02 a       295     0    15     1    15
 -2.7550337910267608E-01 a       296     0    15     1    16
  1.7248188486643076E-01 a       297     0    15     1    17
  5.3734824972678862E-02 a       298     0    15     1    18
 -3.2103655836488532E-01 a       299     0    15     1    19
 -3.4978084493822592E-01 a       300     0    15     1    20
  2.8301705711654079E-02 a       301     0    16     1     1
 -4.1560962387545586E-02 a       302     0    16     1     2
 -1.6414878113192288E-01 a       303     0    16     1     3
 -1.9510600923793900E-01 a       304     0    16     1     4
  3.7590835590982301E-02 a       305     0    16     1     5
  2.0804581364518033E-02 a       306     0    16     1     6
  1.4373331882749593E-01 a       307     0    16     1     7
 -1.0705302375057575E-01 a       308     0    16     1     8
  1.1328983451168312E-01 a       309     0    16     1     9
  2.1548597180891590E-01 a       310     0    16     1    10
 -8.6624201513873317E-02 a       311     0    16     1    11
 -1.3020596399552911E-01 a       312     0    16     1    12
 -3.3987695836370894E-02 a       313     0    16     1    13
  2.3874095080306285E-01 a       314     0    16     1    14
  4.3294711204884213E-02 a       315     0    16     1    15
 -3.7105783970921907E-01 a       316     0    16     1    16
  1.8790833475025032E-01 a       317     0    16     1    17
 -2.2007573172476144E-01 a       318     0    16     1    18
 -1.1993498899517203E-01 a       319     0    16     1    19
 -1.2157088748721770E-01 a       320     0    16     1    20
  1.5210587391362393E-01 a       321     0    17     1     1
  1.0549281270952963E-01 a       322     0    17     1     2
  8.6757131382547009E-02 a       323     0    17     1     3
 -1.4218875032966383E-01 a       324     0    17     1     4
  9.6179147981408072E-02 a       325     0    17     1     5
 -3.5856892013833086E-01 a       326     0    17     1     6
  1.2435435001616897E-01 a       327     0    17     1     7
  2.2447690380249452E-01 a       328     0    17     1     8
 -4.7444922280628760E-01 a       329     0    17     1     9
  3.4859998298660444E-01 a       330     0    17     1    10
 -1.9588741399938109E-01 a       331     0    17     1    11
 -5.4950515387258647E-02 a       332     0    17     1    12
  2.7186058817448133E-01 a       333     0    17     1    13
 -2.7887096604200851E-01 a       334     0    17     1    14
  4.9853240984504381E-02 a       335     0    17     1    15
 -8.9435948408104732E-02 a       336     0    17     1    16
 -3.2341859493595615E-01 a       337     0    17     1    17
 -2.3992243120156853E-01 a       338     0    17     1    18
 -1.3368865308792857E-01 a       339     0    17     1    19
  1.6977437287164199E-01 a       340     0    17     1    20
  8.3027539397359670E-02 a       341     0    18     1     1
  2.5498153482305286E-01 a       342     0    18     1     2
 -3.0202363036506460E-02 a       343     0    18     1     3
  2.0632302891882362E-01 a       344     0    18     1     4
 -2.2884564343038916E-01 a       345     0    18     1     5
  1.3332949526425425E-01 a       346     0    18     1     6
  3.0286558157460913E-01 a       347     0    18     1     7
 -1.9513692696495066E-01 a       348     0    18     1     8
 -1.5142090159131760E-01 a       349     0    18     1     9
 -1.4342249252478342E-01 a       350     0    18     1    10
  3.5425440805356603E-02 a       351     0    18     1    11
 -1.2321637122586762E-01 a       352     0    18     1    12
 -2.9197322163689522E-02 a       353     0    18     1    13
  1.5868516016477008E-01 a       354     0    18     1    14
 -9.9340497880679307E-02 a       355     0    18     1    15
 -9.5874153001671847E-02 a       356     0    18     1    16
  2.9778473853050480E-01 a       357     0    18     1    17
 -3.1680394027088554E-01 a       358     0    18     1    18
 -2.1988222737524772E-02 a       359     0    18     1    19
 -1.3525680336271520E-01 a       360     0    18     1    20
 -1.9284492250186365E-02 a       361     0    19     1     1
 -3.8747256337557051E-01 a       362     0    19     1     2
 -1.1588171568286851E-01 a       363     0    19     1     3
  2.2169604552222469E-01 a       364     0    19     1     4
  1.4368566075219388E-01 a       365     0    19     1     5
  3.4043493250181478E-01 a       366     0    19     1     6
 -1.8151266153227599E-01 a       367     0    19     1     7
 -2.2376576709503210E-01 a       368     0    19     1     8
  4.2290936192915207E-01 a       369     0    19     1     9
 -5.1528208926994679E-01 a       370     0    19     1    10
  1.1691649053679386E-01 a       371     0    19     1    11
 -4.2628115829760121E-01 a       372     0    19     1    12
 -4.2024413239964770E-01 a       373     0    19     1    13
 -1.2454578399453757E-01 a       374     0    19     1    14
 -3.6816772657101809E-01 a       375     0    19     1    15
  2.3536416941018026E-01 a       376     0    19     1    16
  2.4289165844954283E-01 a       377     0    19     1    17
 -6.2360187983757816E-02 a       378     0    19     1    18
  7.2512802885722802E-02 a       379     0    19     1    19
  1.7804356337210125E-01 a       380     0    19     1    20
  2.4493818769483321E-02 a       381     0    20     1     1
 -1.6126994750980803E-01 a       382     0    20     1     2
 -9.8202444534190969E-02 a       383     0    20     1     3
  1.6064885166453935E-01 a       384     0    20     1     4
 -4.5122058170995433E-01 a       385     0    20     1     5
 -1.6009171150230520E-01 a       386     0    20     1     6
  9.1973582379049068E-02 a       387     0    20     1     7
 -1.5853476217170359E-01 a       388     0    20     1     8
 -1.1032649985956715E-01 a       389     0    20     1     9
 -3.1264833147345994E-01 a       390     0    20     1    10
 -4.0438727754563042E-01 a       391     0    20     1    11
 -1.5016501575052857E-01 a       392     0    20     1    12
  1.8991697469954968E-01 a       393     0    20     1    13
 -3.4365185580751689E-01 a       394     0    20     1    14
 -2.0935164567543446E-01 a       395     0    20     1    15
 -1.2260466085225945E-01 a       396     0    20     1    16
  2.8389112292337554E-01 a       397     0    20     1    17
 -4.6618117144156629E-01 a       398     0    20     1    18
  3.3555505086216525E-01 a       399     0    20     1    19
 -2.0589378796536098E-01 a       400     0    20     1    20
  2.9565826620222335E-01 a       401     0    21     1     1
  3.9383357116223254E-02 a       402     0    21     1     2
  1.5506837547338359E-02 a       403     0    21     1     3
 -1.6656635836263139E-01 a       404     0    21     1     4
  3.7522943708268730E-01 a       405     0    21     1     5
  1.5274238552065339E-01 a       406     0    21     1     6
  3.3800426818653750E-01 a       407     0    21     1     7
 -3.6069273367442090E-01 a       408     0    21     1     8
  2.4575195823944768E-01 a       409     0    21     1     9
  2.0375471283281911E-02 a       410     0    21     1    10
 -7.5883272105191177E-02 a       411     0    21     1    11
 -1.7614704881622666E-02 a       412     0    21     1    12
 -3.3887390915693322E-01 a       413     0    21     1    13
  2.1344740611418397E-01 a       414     0    21     1    14
 -2.7602648116056294E-01 a       415     0    21     1    15
 -3.7888856560597639E-01 a       416     0    21     1    16
  1.8002861908186235E-01 a       417     0    21     1    17
 -2.5922906061574613E-01 a       418     0    21     1    18
  8.2625964244118444E-02 a       419     0    21     1    19
 -2.2727716177020985E-01 a       420     0    21     1    20
 -5.3545775388723280E-02 a       421     0    22     1     1
 -2.7900435499307491E-01 a       422     0    22     1     2
 -2.5321603510777757E-01 a       423     0    22     1     3
 -4.2372840927431732E-01 a       424     0    22     1     4
  4.0637811165793575E-01 a       425     0    22     1     5
 -1.5661351371223639E-01 a       426     0    22     1     6
  3.0489465713757807E-02 a       427     0    22     1     7
  2.9611800593852804E-02 a       428     0    22     1     8
 -8.0199526896372955E-04 a       429     0    22     1     9
  1.4046745892364965E-01 a       430     0    22     1    10
  1.1830946466485763E-01 a       431     0    22     1    11
 -1.8460047170293506E-01 a       432     0    22     1    12
  1.8830499002653683E-01 a       433     0    22     1    13
 -3.3264316768440877E-01 a       434     0    22     1    14
 -2.0337381319805989E-01 a       435     0    22     1    15
 -6.4596757887990155E-03 a       436     0    22     1    16
 -4.2263074947150775E-01 a       437     0    22     1    17
  1.6847140365349578E-01 a       438     0    22     1    18
 -1.0541445675689692E-01 a       439     0    22     1    19
 -3.1496062282455273E-01 a       440     0    22     1    20
 -5.2006834152033798E-01 a       441     0    23     1     1
  1.8103281973050900E-01 a       442     0    23     1     2
 -1.3784559055841419E-01 a       443     0    23     1     3
 -3.8226631897864993E-01 a       444     0    23     1     4
  3.8274835878420110E-01 a       445     0    23     1     5
 -5.4168157720664946E-02 a       446     0    23     1     6
  2.1306339134635251E-02 a       447     0    23     1     7
 -8.4120320747790522E-02 a       448     0    23     1     8
 -1.2808593471290364E-01 a       449     0    23     1     9
  4.9909574561467100E-02 a       450     0    23     1    10
 -2.9820654097141019E-01 a       451     0    23     1    11
 -6.4511269105346547E-02 a       452     0    23     1    12
  1.4625975055347851E-01 a       453     0    23     1    13
 -2.4890145834106114E-01 a       454     0    23     1    14
 -1.3198110990860478E-02 a       455     0    23     1    15
  1.0229154965324189E-01 a       456     0    23     1    16
 -3.2775732844545873E-02 a       457     0    23     1    17
  8.5230998017539306E-02 a       458     0    23     1    18
 -5.0639886399847213E-02 a       459     0    23     1    19
 -1.9173313117070163E-03 a       460     0    23     1    20
  2.5799630769066045E-01 a       461     0    24     1     1
  2.9443826604991935E-01 a       462     0    24     1     2
 -5.7474537694294246E-02 a       463     0    24     1     3
  9.4199645002614837E-02 a       464     0    24     1     4
 -2.1359619330811108E-02 a       465     0    24     1     5
 -2.8024766781334914E-01 a       466     0    24     1     6
 -2.5679664500086911E-02 a       467     0    24     1     7
  6.8644297969743751E-02 a       468     0    24     1     8
  2.3159828200927435E-02 a       469     0    24     1     9
 -1.5941608667178150E-01 a       470     0    24     1    10
 -2.9580293563672067E-01 a       471     0    24     1    11
 -2.4111832832628607E-01 a       472     0    24     1    12
  3.4128693389236564E-01 a       473     0    24     1    13
 -5.0550884727215739E-01 a       474     0    24     1    14
  2.8842746192136598E-01 a       475     0    24     1    15
 -3.8482075729076526E-02 a       476     0    24     1    16
 -3.3158167550503331E-01 a       477     0    24     1    17
 -4.3087708788629317E-02 a       478     0    24     1    18
  3.0970640970122486E-02 a       479     0    24     1    19
  4.3520273202633913E-01 a       480     0    24     1    20
  1.7558974603316554E-01 a       481     0    25     1     1
  1.5317983708714239E-01 a       482     0    25     1     2
 -9.7253935691907295E-02 a       483     0    25     1     3
 -1.0473968405553212E-01 a       484     0    25     1     4
 -3.4409984084351614E-02 a       485     0    25     1     5
  6.1711835221546323E-02 a       486     0    25     1     6
 -5.9454235699927895E-02 a       487     0    25     1     7
 -8.7740248697990048E-02 a       488     0    25     1     8
  2.9403628445006919E-01 a       489     0    25     1     9
  3.6064914268148801E-01 a       490     0    25     1    10
 -5.9559941072504362E-02 a       491     0    25     1    11
 -3.7527739095938997E-02 a       492     0    25     1    12
 -1.4102373578354752E-01 a       493     0    25     1    13
  4.9303221056263696E-02 a       494     0    25     1    14
 -1.9617759295587742E-01 a       495     0    25     1    15
 -3.1118764529304216E-01 a       496     0    25     1    16
  7.5084067643771818E-02 a       497     0    25     1    17
  2.1145340563568045E-02 a       498     0    25     1    18
  2.0788488612376715E-01 a       499     0    25     1    19
  1.3099875422598908E-01 a       500     0    25     1    20
  1.6979692164274773E-01 a       501     0    26     1     1
  3.7397712739824251E-01 a       502     0    26     1     2
  1.3930142089136680E-01 a       503     0    26     1     3
  8.4062790066563378E-02 a       504     0    26     1     4
 -4.0121478554541362E-01 a       505     0    26     1     5
 -2.6088697491726470E-01 a       506     0    26     1     6
  3.2648324249196736E-01 a       507     0    26     1     7
 -6.3537081822236510E-02 a       508     0    26     1     8
 -2.8343416788649634E-01 a       509     0    26     1     9
  5.3234582729012339E-02 a       510     0    26     1    10
 -3.4451527144817407E-01 a       511     0    26     1    11
  3.5536245398105176E-01 a       512     0    26     1    12
  9.6553615187183708E-02 a       513     0    26     1    13
  2.4036275437278787E-01 a       514     0    26     1    14
  5.3213520374372290E-02 a       515     0    26     1    15
  1.6267143987552346E-01 a       516     0    26     1    16
 -2.2891235367056048E-01 a       517     0    26     1    17
 -2.3243802005514991E-01 a       518     0    26     1    18
 -1.1152810745700938E-01 a       519     0    26     1    19
  1.0353563217011710E-01 a       520     0    26     1    20
 -6.0838219896667334E-01 a       521     0    27     1     1
  7.1302356454506416E-02 a       522     0    27     1     2
 -3.5927012173621882E-02 a       523     0    27     1     3
  3.6108911069889027E-01 a       524     0    27     1     4
  1.8278737880846885E-01 a       525     0    27     1     5
  4.0342490734387192E-02 a       526     0    27     1     6
  5.2448597351341542E-01 a       527     0    27     1     7
 -4.1839228929477890E-02 a       528     0    27     1     8
 -4.7902399034570081E-02 a       529     0    27     1     9
  6.0656312135251078E-02 a       530     0    27     1    10
