################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.4178323097595080E-01 a       120     0     6     1    20
 -1.2686191863678764E-01 a       121     0     7     1     1
 -3.0101186397922153E-01 a       122     0     7     1     2
  5.7011523072131025E-02 a       123     0     7     1     3
  1.3766775175959391E-02 a       124     0     7     1     4
 -1.8636996885523702E-01 a       125     0     7     1     5
  5.1127050548608610E-02 a       126     0     7     1     6
 -3.2763645204007485E-01 a       127     0     7     1     7
  1.5709797685997748E-01 a       128     0     7     1     8
 -1.9599178385093680E-01 a       129     0     7     1     9
  6.5151859183030306E-02 a       130     0     7     1    10
 -1.9087960940653095E-01 a       131     0     7     1    11
  3.2894353674151822E-01 a       132     0     7     1    12
  1.3508918030168307E-01 a       133     0     7     1    13
 -8.9782643822453614E-02 a       134     0     7     1    14
  4.5272307344512414E-01 a       135     0     7     1    15
  1.7938886877705870E-01 a       136     0     7     1    16
 -6.6437413325948852E-02 a       137     0     7     1    17
 -2.8593714626757172E-01 a       138     0     7     1    18
  3.9413336278939053E-02 a       139     0     7     1    19
 -3.7103241462452313E-01 a       140     0     7     1    20
  2.1484813215707310E-01 a       141     0     8     1     1
 -3.1953202136453651E-01 a       142     0     8     1     2
 -5.3021070028441353E-01 a       143     0     8     1     3
 -2.0736596524818207E-01 a       144     0     8     1     4
 -2.4039492739783916E-01 a       145     0     8     1     5
  9.0383789539541515E-02 a       146     0     8     1     6
 -2.2869842923724709E-01 a       147     0     8     1     7
  2.0713668280413777E-02 a       148     0     8     1     8
 -6.6005504722945516E-02 a       149     0     8     1     9
 -2.5393028751098240E-01 a       150     0     8     1    10
  5.4234448476763364E-01 a       151     0     8     1    11
  7.7672233402418259E-02 a       152     0     8     1    12
 -1.2245220862914523E-01 a       153     0     8     1    13
 -1.0060601946250050E-01 a       154     0     8     1    14
 -2.2301550107320478E-01 a       155     0     8     1    15
  4.6984136030644624E-01 a       156     0     8     1    16
  1.8153732634619676E-01 a       157     0     8     1    17
 -5.5054308587800083E-02 a       158     0     8     1    18
  1.9515869247727721E-01 a       159     0     8     1    19
 -2.6983309873924322E-01 a       160     0     8     1    20
  1.4587623751874443E-01 a       161     0     9     1     1
 -3.9907152449367593E-02 a       162     0     9     1     2
  1.0278719512971207E-01 a       163     0     9     1     3
 -1.3320975788025030E-01 a       164     0     9     1     4
 -2.7794804618162222E-01 a       165     0     9     1     5
  2.4640229964177596E-01 a       166     0     9     1     6
 -2.3267910937154465E-01 a       167     0     9     1     7
 -1.0029634134716423E-01 a       168     0     9     1     8
  8.2582419862905529E-02 a       169     0     9     1     9
 -1.9746876474146910E-01 a       170     0     9     1    10
 -1.1552368198095479E-01 a       171     0     9     1    11
  2.5325325118045117E-01 a       172     0     9     1    12
 -1.9561316982942417E-01 a       173     0     9     1    13
  1.8944274452072918E-01 a       174     0     9     1    14
 -1.7507445734991134E-01 a       175     0     9     1    15
  2.0238158269892939E-01 a       176     0     9     1    16
 -6.6154732937229913E-02 a       177     0     9     1    17
  5.4782356116763131E-02 a       178     0     9     1    18
  8.7093004896424929E-03 a       179     0     9     1    19
  3.4405037860585341E-01 a       180     0     9     1    20
  1.7813866892292948E-01 a       181     0    10     1     1
  1.5761846531503934E-01 a       182     0    10     1     2
  1.6242265192393360E-01 a       183     0    10     1     3
 -3.5747535706596928E-01 a       184     0    10     1     4
 -2.6729164234481229E-01 a       185     0    10     1     5
  2.6566079053334285E-01 a       186     0    10     1     6
  7.4087595282526328E-02 a       187     0    10     1     7
 -8.0862542945878163E-02 a       188     0    10     1     8
  1.9999111020557070E-01 a       189     0    10     1     9
 -1.3589062534465779E-01 a       190     0    10     1    10
 -6.2638572630264386E-03 a       191     0    10     1    11
  1.1313711437465911E-01 a       192     0    10     1    12
 -1.5732730855007471E-01 a       193     0    10     1    13
  1.0641037124250884E-01 a       194     0    10     1    14
 -3.2696946337368721E-01 a       195     0    10     1    15
 -1.3198855742638019E-01 a       196     0    10     1    16
 -6.1864331226957149E-02 a       197     0    10     1    17
  6.9773725510795692E-02 a       198     0    10     1    18
  4.3429039092642077E-02 a       199     0    10     1    19
  1.6483289993065073E-01 a       200     0    10     1    20
 -1.1680677759254723E-01 a       201     0    11     1     1
  1.4519426447471423E-01 a       202     0    11     1     2
  3.6425000901040290E-02 a       203     0    11     1     3
  3.6670334827111151E-01 a       204     0    11     1     4
  2.7686465011191724E-01 a       205     0    11     1     5
 -1.9306062152004283E-01 a       206     0    11     1     6
 -1.7301519004735635E-01 a       207     0    11     1     7
 -8.7026895605145510E-02 a       208     0    11     1     8
 -2.9611892227614001E-01 a       209     0    11     1     9
 -1.3665679543761072E-01 a       210     0    11     1    10
 -1.3165571643270080E-01 a       211     0    11     1    11
 -1.0611909496903965E-01 a       212     0    11     1    12
  1.0145651597020990E-02 a       213     0    11     1    13
 -3.7916990413000090E-01 a       214     0    11     1    14
  4.7491549242760590E-02 a       215     0    11     1    15
 -3.6865315341373178E-01 a       216     0    11     1    16
 -4.3003298313385657E-01 a       217     0    11     1    17
 -1.4065468267384690E-01 a       218     0    11     1    18
 -3.4905857013785506E-02 a       219     0    11     1    19
 -5.7093766600964900E-02 a       220     0    11     1    20
  1.4797386629505341E-01 a       221     0    12     1     1
  1.6301758228689156E-01 a       222     0    12     1     2
  4.7607721726923386E-03 a       223     0    12     1     3
 -4.5062164359773255E-01 a       224     0    12     1     4
  9.9072603355158509E-02 a       225     0    12     1     5
  3.4777378120134972E-01 a       226     0    12     1     6
  2.9413506082836777E-01 a       227     0    12     1     7
  9.9028132752173106E-02 a       228     0    12     1     8
 -4.1995868276987836E-01 a       229     0    12     1     9
  4.4511908113032861E-01 a       230     0    12     1    10
 -2.9667439811621132E-01 a       231     0    12     1    11
 -5.5880450982576046E-01 a       232     0    12     1    12
 -8.6900647287738386E-02 a       233     0    12     1    13
  1.5177013598603156E-01 a       234     0    12     1    14
  4.1658586998612251E-01 a       235     0    12     1    15
 -1.4266769327347212E-01 a       236     0    12     1    16
  1.6461481949320889E-01 a       237     0    12     1    17
  1.4464613625438533E-01 a       238     0    12     1    18
 -3.3271488953263034E-01 a       239     0    12     1    19
 -3.8823468007311783E-02 a       240     0    12     1    20
 -2.2074226286597728E-01 a       241     0    13     1     1
 -1.2620174889136943E-02 a       242     0    13     1     2
 -4.8960579433354259E-02 a       243     0    13     1     3
  9.0055415554843032E-02 a       244     0    13     1     4
  7.9262887526579742E-03 a       245     0    13     1     5
 -1.7416293960007070E-01 a       246     0    13     1     6
 -1.5055072385808391E-01 a       247     0    13     1     7
 -2.6413391379781653E-01 a       248     0    13     1     8
 -2.6321117682069384E-01 a       249     0    13     1     9
  4.0245882203303725E-02 a       250     0    13     1    10
 -1.7798596055456392E-01 a       251     0    13     1    11
 -2.5340190565592841E-01 a       252     0    13     1    12
  3.1803529549880766E-01 a       253     0    13     1    13
 -7.4671003977963959E-02 a       254     0    13     1    14
 -1.5051119859963341E-01 a       255     0    13     1    15
  1.8497198288621355E-01 a       256     0    13     1    16
  3.4954386772537344E-01 a       257     0    13     1    17
  9.4178510542494598E-02 a       258     0    13     1    18
 -1.1919518807959938E-01 a       259     0    13     1    19
 -2.1743507474392829E-01 a       260     0    13     1    20
 -1.7593293431771535E-02 a       261     0    14     1     1
 -5.0225537037813406E-02 a       262     0    14     1     2
  2.0116280597357797E-01 a       263     0    14     1     3
  6.3539974410528430E-02 a       264     0    14     1     4
 -1.4303723222642395E-01 a       265     0    14     1     5
 -4.0846206086043932E-03 a       266     0    14     1     6
 -3.0965771993220687E-01 a       267     0    14     1     7
  6.0548421154655516E-02 a       268     0    14     1     8
  1.7081197988147864E-01 a       269     0    14     1     9
 -2.4410551236064093E-01 a       270     0    14     1    10
 -3.7104069430884146E-01 a       271     0    14     1    11
  3.5127319348935315E-02 a       272     0    14     1    12
  3.6058898377130312E-02 a       273     0    14     1    13
 -5.6377632827428671E-02 a       274     0    14     1    14
 -2.7480916029563290E-01 a       275     0    14     1    15
 -1.2254008711724712E-01 a       276     0    14     1    16
 -4.1414454481341118E-01 a       277     0    14     1    17
  2.3233524521656865E-01 a       278     0    14     1    18
 -1.9972982427794109E-01 a       279     0    14     1    19
 -8.9742517777782013E-02 a       280     0    14     1    20
  4.4507836133149757E-02 a       281     0    15     1     1
  1.5172291473396401E-01 a       282     0    15     1     2
  1.1384632150678613E-01 a       283     0    15     1     3
 -8.7875108177544833E-02 a       284     0    15     1     4
 -2.3285341036833405E-02 a       285     0    15     1     5
  5.4208912717588598E-02 a       286     0    15     1     6
  3.7177974489594479E-01 a       287     0    15     1     7
  3.4143353163226026E-01 a       288     0    15     1     8
  1.7987086753366155E-01 a       289     0    15     1     9
  3.9350190224789833E-02 a       290     0    15     1    10
  3.5853579239791050E-01 a       291     0    15     1    11
 -7.4494748471037937E-05 a       292     0    15     1    12
 -2.4369450455317712E-01 a       293     0    15     1    13
  1.2218846923780795E-01 a       294     0    15     1    14
  4.0984552176232159E-01 a       295     0    15     1    15
 -3.5256523626722813E-01 a       296     0    15     1    16
 -1.3085230435066711E-01 a       297     0    15     1    17
 -4.7152928419534078E-02 a       298     0    15     1    18
 -1.5433405854947008E-01 a       299     0    15     1    19
  2.9630554542245402E-01 a       300     0    15     1    20
 -6.3947237507694363E-02 a       301     0    16     1     1
  1.7148768627140903E-01 a       302     0    16     1     2
 -7.8201630081366602E-02 a       303     0    16     1     3
  8.3746202603435224E-02 a       304     0    16     1     4
 -1.0958714610776327E-01 a       305     0    16     1     5
 -1.5767319133495464E-01 a       306     0    16     1     6
  7.3404500119690047E-02 a       307     0    16     1     7
  4.3203698611348498E-02 a       308     0    16     1     8
 -1.7098868722643774E-02 a       309     0    16     1     9
  7.2979155368454479E-02 a       310     0    16     1    10
  2.3536747531078078E-01 a       311     0    16     1    11
 -1.9999343856517207E-01 a       312     0    16     1    12
 -2.9980745715441195E-02 a       313     0    16     1    13
  1.1080486680555342E-01 a       314     0    16     1    14
  2.4741376719450681E-01 a       315     0    16     1    15
 -1.4074793648344441E-01 a       316     0    16     1    16
  3.8447030761845288E-02 a       317     0    16     1    17
 -3.9692496446816564E-02 a       318     0    16     1    18
 -3.2063472551382498E-02 a       319     0    16     1    19
  5.2421951957331618E-02 a       320     0    16     1    20
 -2.8363192229937584E-01 a       321     0    17     1     1
  1.4970517050094151E-01 a       322     0    17     1     2
  1.1793152181924506E-01 a       323     0    17     1     3
 -9.8098797604526680E-02 a       324     0    17     1     4
  1.4571311012541510E-01 a       325     0    17     1     5
 -2.8568014615296126E-02 a       326     0    17     1     6
  1.7927365540937515E-01 a       327     0    17     1     7
 -1.8770419345017311E-01 a       328     0    17     1     8
 -1.0238022482967946E-01 a       329     0    17     1     9
  1.8460091360795967E-02 a       330     0    17     1    10
  1.1725976565053807E-02 a       331     0    17     1    11
 -1.7205244046268529E-02 a       332     0    17     1    12
  3.2737715763705477E-01 a       333     0    17     1    13
 -6.9429400391944632E-02 a       334     0    17     1    14
 -1.2570728872417300E-01 a       335     0    17     1    15
  3.0261692819383675E-02 a       336     0    17     1    16
  3.7241509584812976E-01 a       337     0    17     1    17
 -6.9208832882232854E-02 a       338     0    17     1    18
  1.5265255543878645E-02 a       339     0    17     1    19
 -1.6289088338039559E-01 a       340     0    17     1    20
  2.4529268845224536E-01 a       341     0    18     1     1
  3.5336890755858698E-02 a       342     0    18     1     2
  8.6712075970185348E-02 a       343     0    18     1     3
  2.0683872187576063E-01 a       344     0    18     1     4
 -9.8711367015486842E-02 a       345     0    18     1     5
 -5.0954535639383999E-02 a       346     0    18     1     6
  5.8675772566826434E-02 a       347     0    18     1     7
  2.0064951981037762E-01 a       348     0    18     1     8
  1.6203116067580614E-01 a       349     0    18     1     9
  1.7851124494664350E-01 a       350     0    18     1    10
 -2.1118382840954572E-01 a       351     0    18     1    11
 -5.7892125069257366E-02 a       352     0    18     1    12
 -9.0002696579430247E-02 a       353     0    18     1    13
  1.0555913675425825E-01 a       354     0    18     1    14
  1.0306847569585703E-01 a       355     0    18     1    15
 -1.0087937240098732E-01 a       356     0    18     1    16
 -2.5843579667384387E-01 a       357     0    18     1    17
  8.5574783411641195E-02 a       358     0    18     1    18
 -5.2676853746990306E-02 a       359     0    18     1    19
  9.6075866336111093E-02 a       360     0    18     1    20
  3.4933805507259474E-01 a       361     0    19     1     1
 -5.4836710195940985E-01 a       362     0    19     1     2
  4.1593306605020147E-01 a       363     0    19     1     3
  2.7015861041886528E-02 a       364     0    19     1     4
 -3.2272431298652254E-01 a       365     0    19     1     5
  9.4792836979008629E-02 a       366     0    19     1     6
 -2.5040495941925417E-01 a       367     0    19     1     7
  2.1117827949874232E-01 a       368     0    19     1     8
 -2.8804251259901925E-01 a       369     0    19     1     9
 -5.2047490691736399E-02 a       370     0    19     1    10
 -2.4271974967609561E-01 a       371     0    19     1    11
 -1.8228635848307798E-01 a       372     0    19     1    12
  4.1813612971178783E-02 a       373     0    19     1    13
 -1.8974528068759024E-02 a       374     0    19     1    14
  3.3640244970694894E-01 a       375     0    19     1    15
  1.0433878247060191E-01 a       376     0    19     1    16
  3.0976842796412170E-02 a       377     0    19     1    17
  1.3907116050962992E-01 a       378     0    19     1    18
 -1.2328621132674161E-01 a       379     0    19     1    19
 -1.8603042314342655E-01 a       380     0    19     1    20
 -1.2042567433801310E-01 a       381     0    20     1     1
  6.0397979202646064E-02 a       382     0    20     1     2
 -7.7342996167230005E-02 a       383     0    20     1     3
 -1.6018611782742229E-01 a       384     0    20     1     4
 -6.2777913550780648E-02 a       385     0    20     1     5
  9.7008648683806778E-02 a       386     0    20     1     6
  3.5106738707840268E-01 a       387     0    20     1     7
  1.4267944884430053E-01 a       388     0    20     1     8
  1.5680639543883612E-01 a       389     0    20     1     9
  9.1121976641907951E-02 a       390     0    20     1    10
  1.7437795278501939E-01 a       391     0    20     1    11
  7.6908839072852189E-02 a       392     0    20     1    12
  1.4296074719335317E-01 a       393     0    20     1    13
  1.6203229413383399E-01 a       394     0    20     1    14
 -8.9008564138286853E-02 a       395     0    20     1    15
  1.1817421565906353E-01 a       396     0    20     1    16
 -2.4384603764410581E-01 a       397     0    20     1    17
 -1.0093585607114039E-01 a       398     0    20     1    18
  1.6271485097950225E-01 a       399     0    20     1    19
 -2.5127675607608657E-01 a       400     0    20     1    20
  3.6283114577247738E-01 a       401     0    21     1     1
  3.1165084524838810E-02 a       402     0    21     1     2
 -2.3122961098838921E-01 a       403     0    21     1     3
 -1.0562282915242306E-01 a       404     0    21     1     4
  2.9030132981517415E-01 a       405     0    21     1     5
  2.1527152569990232E-01 a       406     0    21     1     6
 -1.9242808914029513E-01 a       407     0    21     1     7
 -1.0703832343860056E-01 a       408     0    21     1     8
  1.8178089094666583E-01 a       409     0    21     1     9
 -2.3439868722400009E-01 a       410     0    21     1    10
 -1.0539798910919523E-01 a       411     0    21     1    11
  6.2533730014910319E-02 a       412     0    21     1    12
 -2.7682199320291245E-01 a       413     0    21     1    13
 -1.4282358449314028E-01 a       414     0    21     1    14
  1.3169046025702374E-01 a       415     0    21     1    15
 -1.4362161518190894E-01 a       416     0    21     1    16
 -3.5056315316434872E-01 a       417     0    21     1    17
  2.3830959936885798E-01 a       418     0    21     1    18
 -2.8247555827075415E-03 a       419     0    21     1    19
  2.3716388373057834E-01 a       420     0    21     1    20
  1.8670245868610863E-01 a       421     0    22     1     1
  1.0263236568367290E-01 a       422     0    22     1     2
 -3.7865986109669222E-02 a       423     0    22     1     3
 -4.6851722882650014E-02 a       424     0    22     1     4
  2.9743640040323216E-01 a       425     0    22     1     5
  1.1340895357481702E-01 a       426     0    22     1     6
  4.7276107342259600E-02 a       427     0    22     1     7
  2.0582679339292401E-01 a       428     0    22     1     8
  1.5940705433817412E-01 a       429     0    22     1     9
  7.6058269168956749E-02 a       430     0    22     1    10
  1.0957079237992917E-01 a       431     0    22     1    11
  1.5985978246975299E-01 a       432     0    22     1    12
 -2.0231936602485268E-01 a       433     0    22     1    13
  1.8057073238512483E-01 a       434     0    22     1    14
 -4.1706367010315998E-01 a       435     0    22     1    15
  3.0078960540386605E-02 a       436     0    22     1    16
 -4.4516610161930412E-02 a       437     0    22     1    17
  1.9083725626808609E-01 a       438     0    22     1    18
 -2.5765132861924719E-02 a       439     0    22     1    19
 -1.5225758199890176E-02 a       440     0    22     1    20
 -1.3967230788127760E-01 a       441     0    23     1     1
  2.1966925657757916E-01 a       442     0    23     1     2
  1.0513836614537701E-01 a       443     0    23     1     3
 -3.1305858470782127E-01 a       444     0    23     1     4
 -1.8693188695066201E-01 a       445     0    23     1     5
  6.9828662760169538E-02 a       446     0    23     1     6
 -2.0492080213779093E-01 a       447     0    23     1     7
  2.8139930607985436E-01 a       448     0    23     1     8
  6.1785826901767239E-02 a       449     0    23     1     9
 -2.3934280143299161E-03 a       450     0    23     1    10
 -1.3810608751751688E-01 a       451     0    23     1    11
 -2.6584310197551431E-01 a       452     0    23     1    12
  2.4193742454391470E-01 a       453     0    23     1    13
  1.5675106935505504E-02 a       454     0    23     1    14
 -9.8779249962690427E-03 a       455     0    23     1    15
 -4.6935094190689219E-01 a       456     0    23     1    16
 -2.3711638544140476E-01 a       457     0    23     1    17
  4.9721146339096023E-02 a       458     0    23     1    18
 -2.0055503166891120E-01 a       459     0    23     1    19
  2.1867664789600852E-01 a       460     0    23     1    20
  9.5601235538568974E-02 a       461     0    24     1     1
  1.3486391511540655E-01 a       462     0    24     1     2
  1.1321531760929750E-01 a       463     0    24     1     3
 -2.4930846419142957E-01 a       464     0    24     1     4
  4.7375964196725540E-01 a       465     0    24     1     5
  2.9578754145126029E-01 a       466     0    24     1     6
  1.4857579632566295E-01 a       467     0    24     1     7
 -2.9777567217694523E-01 a       468     0    24     1     8
  3.8946393126327145E-01 a       469     0    24     1     9
  4.5307702734550849E-02 a       470     0    24     1    10
 -2.7214332052047335E-01 a       471     0    24     1    11
  4.0534658587689798E-01 a       472     0    24     1    12
  2.5833616631681477E-01 a       473     0    24     1    13
 -3.5573535448362237E-01 a       474     0    24     1    14
  4.4225447257022216E-01 a       475     0    24     1    15
  3.9379693567519060E-02 a       476     0    24     1    16
  1.3760456552487307E-01 a       477     0    24     1    17
  8.3158853298031757E-02 a       478     0    24     1    18
 -1.9216334070085342E-02 a       479     0    24     1    19
 -1.4661094242247372E-01 a       480     0    24     1    20
  8.5038807774624109E-02 a       481     0    25     1     1
  2.3549900336995447E-01 a       482     0    25     1     2
 -2.0904104172009257E-02 a       483     0    25     1     3
  3.5287323536616566E-02 a       484     0    25     1     4
  2.1325536007926044E-02 a       485     0    25     1     5
  4.1050395049034134E-02 a       486     0    25     1     6
  2.3128147468171642E-01 a       487     0    25     1     7
  5.3583182678122364E-02 a       488     0    25     1     8
 -2.9115173886437717E-01 a       489     0    25     1     9
  4.1164820006083729E-02 a       490     0    25     1    10
  1.3332704622472413E-01 a       491     0    25     1    11
 -2.4185314578049547E-01 a       492     0    25     1    12
  2.2508386129672747E-01 a       493     0    25     1    13
 -2.3047843742156557E-02 a       494     0    25     1    14
  2.6696431289491462E-01 a       495     0    25     1    15
 -2.5049533756610382E-01 a       496     0    25     1    16
 -4.7713296690416790E-01 a       497     0    25     1    17
 -2.5809376179429111E-01 a       498     0    25     1    18
  1.3450302416263410E-01 a       499     0    25     1    19
 -2.4139603681661875E-01 a       500     0    25     1    20
 -1.5276434225926594E-01 a       501     0    26     1     1
  2.9570712189366317E-02 a       502     0    26     1     2
 -1.8547166549410615E-01 a       503     0    26     1     3
  2.2866562043577895E-01 a       504     0    26     1     4
 -1.8920963179606308E-02 a       505     0    26     1     5
 -1.5905694954289173E-01 a       506     0    26     1     6
  2.1112090322873708E-01 a       507     0    26     1     7
 -3.2022578086653497E-01 a       508     0    26     1     8
  1.3588184661957761E-01 a       509     0    26     1     9
 -3.4291301215070941E-01 a       510     0    26     1    10
  1.5167802918483457E-02 a       511     0    26     1    11
 -5.9888527413708773E-02 a       512     0    26     1    12
  8.9340023812642153E-02 a       513     0    26     1    13
 -7.9736179440951155E-02 a       514     0    26     1    14
 -3.0842747529023129E-01 a       515     0    26     1    15
  4.7136980675093886E-02 a       516     0    26     1    16
 -2.6245674155746590E-01 a       517     0    26     1    17
  1.8174503101404854E-01 a       518     0    26     1    18
  2.7739525225365291E-01 a       519     0    26     1    19
 -1.6721902966819926E-01 a       520     0    26     1    20
 -4.2862218424733638E-02 a       521     0    27     1     1
  3.3297997966237702E-01 a       522     0    27     1     2
  9.6150242721451196E-04 a       523     0    27     1     3
 -4.8198079751224082E-01 a       524     0    27     1     4
  1.7067842739248901E-01 a       525     0    27     1     5
  2.2395211927285233E-01 a       526     0    27     1     6
 -1.1839445991241540E-01 a       527     0    27     1     7
 -2.0221906207782328E-01 a       528     0    27     1     8
 -2.1974207652431374E-01 a       529     0    27     1     9
 -2.1507011312796792E-01 a       530     0    27     1    10
