################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.2040267242705347E-01 a       345     0    18     1     5
 -1.9179587642597765E-01 a       346     0    18     1     6
 -3.1403245934247742E-01 a       347     0    18     1     7
 -4.0051560441227185E-01 a       348     0    18     1     8
  8.7714907357582431E-02 a       349     0    18     1     9
  4.6837743554307455E-02 a       350     0    18     1    10
 -1.5160015500926224E-01 a       351     0    18     1    11
 -1.6706542171133884E-01 a       352     0    18     1    12
  3.2553922697457376E-02 a       353     0    18     1    13
 -8.5305730833082780E-02 a       354     0    18     1    14
  5.1416806513579862E-02 a       355     0    18     1    15
 -1.7714731550190882E-03 a       356     0    18     1    16
 -1.1321839146239102E-01 a       357     0    18     1    17
  2.2526120813193459E-01 a       358     0    18     1    18
 -1.1510773006462335E-01 a       359     0    18     1    19
  7.1334102310594394E-02 a       360     0    18     1    20
  3.2393748823990565E-01 a       361     0    19     1     1
 -1.1898452041242796E-01 a       362     0    19     1     2
  1.3855683915238795E-01 a       363     0    19     1     3
  2.1631781740204283E-02 a       364     0    19     1     4
  1.2156159810959558E-01 a       365     0    19     1     5
 -4.3295514365870855E-02 a       366     0    19     1     6
  2.5937203892968480E-01 a       367     0    19     1     7
 -2.1294725239545086E-02 a       368     0    19     1     8
 -1.1985379351245688E-01 a       369     0    19     1     9
 -6.0768365329741765E-03 a       370     0    19     1    10
  2.0113383763395823E-01 a       371     0    19     1    11
  1.3768747274307030E-01 a       372     0    19     1    12
 -6.0813347259167537E-03 a       373     0    19     1    13
 -1.1369832187677124E-01 a       374     0    19     1    14
  2.5103292928881308E-02 a       375     0    19     1    15
 -4.0803976687055943E-01 a       376     0    19     1    16
  2.0061074911973276E-01 a       377     0    19     1    17
  2.9606015585046164E-01 a       378     0    19     1    18
 -1.1687704401636455E-01 a       379     0    19     1    19
  3.1331926780611502E-01 a       380     0    19     1    20
 -1.4125770575959137E-01 a       381     0    20     1     1
  2.3429237408536074E-01 a       382     0    20     1     2
  2.3079956569330992E-01 a       383     0    20     1     3
 -3.5214154315570190E-01 a       384     0    20     1     4
 -6.5014304362316380E-02 a       385     0    20     1     5
 -1.2519607149637239E-02 a       386     0    20     1     6
  1.2958398607351939E-02 a       387     0    20     1     7
  6.8711368107057991E-01 a       388     0    20     1     8
 -3.4038643491217307E-01 a       389     0    20     1     9
  4.9470435242072192E-01 a       390     0    20     1    10
  5.3784317870950804E-01 a       391     0    20     1    11
  3.3562584178130977E-01 a       392     0    20     1    12
  2.1067738143047263E-01 a       393     0    20     1    13
  1.8679965079474770E-01 a       394     0    20     1    14
 -2.2744899585938097E-01 a       395     0    20     1    15
 -4.3283838633219114E-02 a       396     0    20     1    16
 -1.0569713465153943E-01 a       397     0    20     1    17
 -2.0288433605797473E-01 a       398     0    20     1    18
  1.8466322228214951E-01 a       399     0    20     1    19
 -3.0925552269191942E-01 a       400     0    20     1    20
 -1.6815111502997920E-01 a       401     0    21     1     1
 -1.4855180933463805E-01 a       402     0    21     1     2
  8.0259335998850836E-02 a       403     0    21     1     3
  9.2951219870474680E-02 a       404     0    21     1     4
 -2.7070456021931411E-01 a       405     0    21     1     5
  1.3485350920017128E-01 a       406     0    21     1     6
 -1.7857218059041061E-01 a       407     0    21     1     7
 -5.2998620468039215E-01 a       408     0    21     1     8
 -3.1648913770412423E-01 a       409     0    21     1     9
 -1.3863644431474664E-01 a       410     0    21     1    10
 -1.3017410041846775E-01 a       411     0    21     1    11
  1.4256713586498079E-01 a       412     0    21     1    12
 -3.3442898407717081E-02 a       413     0    21     1    13
  3.1284632463412387E-01 a       414     0    21     1    14
  1.1535533714118459E-01 a       415     0    21     1    15
 -3.3114140303014761E-01 a       416     0    21     1    16
 -1.9225246897795220E-01 a       417     0    21     1    17
 -5.1652873315006986E-01 a       418     0    21     1    18
  3.3860439233183337E-01 a       419     0    21     1    19
 -3.8420152866370916E-01 a       420     0    21     1    20
  5.2826066304925229E-02 a       421     0    22     1     1
  1.1617819814376916E-01 a       422     0    22     1     2
  4.2868912074455162E-01 a       423     0    22     1     3
  5.1596944078478611E-02 a       424     0    22     1     4
 -3.3818561670523339E-01 a       425     0    22     1     5
  7.5655148094470812E-02 a       426     0    22     1     6
 -3.0558056248554077E-01 a       427     0    22     1     7
  2.0615184620930627E-01 a       428     0    22     1     8
  2.2192275628820174E-02 a       429     0    22     1     9
  1.4141979179945147E-01 a       430     0    22     1    10
  1.5710682284311506E-01 a       431     0    22     1    11
 -3.0321052914837360E-01 a       432     0    22     1    12
  1.0328742411473261E-01 a       433     0    22     1    13
 -6.9354734572136631E-02 a       434     0    22     1    14
 -1.8908535773206581E-01 a       435     0    22     1    15
  3.6532008024593216E-01 a       436     0    22     1    16
 -3.5761665066588366E-01 a       437     0    22     1    17
  3.0449439386292515E-01 a       438     0    22     1    18
 -4.4900596666036803E-02 a       439     0    22     1    19
  2.4869375403348956E-01 a       440     0    22     1    20
  1.4072043683533061E-01 a       441     0    23     1     1
  1.1825375776797087E-01 a       442     0    23     1     2
 -1.1361831073462647E-01 a       443     0    23     1     3
  1.9242496458715605E-02 a       444     0    23     1     4
  2.2492623693590130E-01 a       445     0    23     1     5
 -2.6547440674093176E-01 a       446     0    23     1     6
 -1.9543947699918962E-01 a       447     0    23     1     7
  4.0895596436563936E-01 a       448     0    23     1     8
 -1.6450704664077914E-01 a       449     0    23     1     9
  1.6861011906788542E-01 a       450     0    23     1    10
  2.8395247402724672E-01 a       451     0    23     1    11
 -2.0233543628134393E-01 a       452     0    23     1    12
  3.9774325368986069E-01 a       453     0    23     1    13
 -3.9587424217966405E-03 a       454     0    23     1    14
  4.0878260189651593E-02 a       455     0    23     1    15
  1.1009562508973814E-01 a       456     0    23     1    16
  6.3285115125296762E-02 a       457     0    23     1    17
  3.1341401935764797E-02 a       458     0    23     1    18
  2.0970759429142688E-01 a       459     0    23     1    19
  4.5851273386558278E-01 a       460     0    23     1    20
  4.0656587636018687E-01 a       461     0    24     1     1
 -9.6987065777914161E-02 a       462     0    24     1     2
 -1.6227931525221287E-01 a       463     0    24     1     3
  6.7164660643209218E-04 a       464     0    24     1     4
  4.2020085294752303E-03 a       465     0    24     1     5
  2.4492788466589982E-04 a       466     0    24     1     6
  2.3162836703697348E-01 a       467     0    24     1     7
 -3.1108453092058203E-01 a       468     0    24     1     8
  2.3992869672404875E-02 a       469     0    24     1     9
 -8.9633150444427545E-02 a       470     0    24     1    10
  7.3480573855271101E-03 a       471     0    24     1    11
  1.5271325634575059E-01 a       472     0    24     1    12
 -1.6885703898455803E-01 a       473     0    24     1    13
  7.5648877923176925E-03 a       474     0    24     1    14
 -1.1664922925123439E-01 a       475     0    24     1    15
  2.2215068540471158E-01 a       476     0    24     1    16
  3.3188594814001765E-01 a       477     0    24     1    17
  1.7544907993596880E-02 a       478     0    24     1    18
  4.6345333890712458E-02 a       479     0    24     1    19
 -2.3865573034549037E-01 a       480     0    24     1    20
  3.8532555650541145E-01 a       481     0    25     1     1
  1.3288623464539775E-01 a       482     0    25     1     2
 -1.5957899093292599E-01 a       483     0    25     1     3
 -9.0057732604617483E-02 a       484     0    25     1     4
  1.6558229931097604E-01 a       485     0    25     1     5
  9.7088581337840207E-04 a       486     0    25     1     6
 -2.8876881713912325E-02 a       487     0    25     1     7
  1.1726867142375176E-01 a       488     0    25     1     8
 -4.7518710710056544E-01 a       489     0    25     1     9
  4.3323302541259517E-01 a       490     0    25     1    10
  2.8579888871427089E-01 a       491     0    25     1    11
  1.2313319034502349E-01 a       492     0    25     1    12
 -3.5380521717231844E-01 a       493     0    25     1    13
 -1.7721353111919663E-01 a       494     0    25     1    14
  2.2604102153304320E-01 a       495     0    25     1    15
 -1.6396405595204880E-01 a       496     0    25     1    16
  2.6371346977329489E-02 a       497     0    25     1    17
  1.9328714227864957E-01 a       498     0    25     1    18
 -2.8967894995584938E-02 a       499     0    25     1    19
  4.4059516591779152E-01 a       500     0    25     1    20
 -1.1570002863581430E-01 a       501     0    26     1     1
  2.6139801376972267E-02 a       502     0    26     1     2
 -1.8347640908431406E-01 a       503     0    26     1     3
  2.7704006130220161E-02 a       504     0    26     1     4
 -2.1786301225748705E-01 a       505     0    26     1     5
 -3.3225159368728896E-01 a       506     0    26     1     6
  4.1091918019809673E-02 a       507     0    26     1     7
  9.8958357304341701E-02 a       508     0    26     1     8
  4.7379057243567319E-01 a       509     0    26     1     9
  1.3368760888217793E-01 a       510     0    26     1    10
 -2.5991767952147626E-01 a       511     0    26     1    11
 -1.6699382913716795E-02 a       512     0    26     1    12
  3.1390468090586138E-01 a       513     0    26     1    13
 -3.8593439430711765E-02 a       514     0    26     1    14
  6.8186944397236535E-02 a       515     0    26     1    15
 -9.1389755235378359E-02 a       516     0    26     1    16
 -9.5479322821577214E-02 a       517     0    26     1    17
 -2.6719205161970599E-01 a       518     0    26     1    18
 -3.7401257903155377E-01 a       519     0    26     1    19
 -3.4147346056379380E-01 a       520     0    26     1    20
  2.4626410779252639E-02 a       521     0    27     1     1
 -2.5508715148508498E-01 a       522     0    27     1     2
 -2.9808961164132269E-01 a       523     0    27     1     3
 -9.8830581199850720E-02 a       524     0    27     1     4
  4.3764627898481734E-02 a       525     0    27     1     5
  3.6498776000535071E-01 a       526     0    27     1     6
  2.5989352550195727E-01 a       527     0    27     1     7
  1.5314478795841566E-03 a       528     0    27     1     8
 -1.1425137965096105E-01 a       529     0    27     1     9
 -1.6043585268421731E-01 a       530     0    27     1    10
